stock_id,name,industry,close,adv20,listed_ok,pe_hist_pct,value_pct,revenue_yoy,rev_month,bear_regime
2330,台積電,半導體,2470.0,94216353896.0,True,98.46827133479212,5.845511482254697,67.87,2026-06-01,False
2327,國巨*,電子零組件,776.0,57285988908.2,True,98.41356673960613,5.984690327070286,38.91,2026-06-01,False
2408,南亞科,半導體,439.0,47361593784.55,True,94.69320066334991,15.379262352122478,621.34,2026-06-01,False
2454,聯發科,半導體,3700.0,46768894817.0,True,97.97592997811816,7.689631176061239,2.8,2026-06-01,False
2344,華邦電,半導體,172.0,39642000620.75,True,65.8855961405927,48.8517745302714,189.88,2026-06-01,False
3481,群創,光電及I/O,57.3,36824547057.835,True,92.6328502415459,19.41544885177453,17.25,2026-06-01,False
2303,聯電,半導體,160.0,33257755897.9,True,91.84901531728666,20.80723729993041,22.85,2026-06-01,False
3037,欣興,印刷電路板,882.0,30386822898.9,True,95.73304157549234,13.848295059151008,36.31,2026-06-01,False
2308,台達電,電子零組件,1905.0,25799593768.0,True,96.49890590809628,12.282533054975643,55.43,2026-06-01,False
4958,臻鼎-KY,印刷電路板,578.0,24431559248.8,True,98.96061269146608,4.314544189283229,32.83,2026-06-01,False
8046,南電,印刷電路板,1275.0,22983321434.75,True,92.65885256014805,19.276270006958942,50.03,2026-06-01,False
3711,日月光投控,半導體,682.0,19195692865.55,True,99.72129319955407,1.3221990257480862,32.86,2026-06-01,False
6770,力積電,半導體,76.5,18679460494.89,True,86.20102214650767,28.879610299234514,68.75,2026-06-01,False
6182,合晶,半導體,166.0,16845396934.525,True,99.7036158861885,1.3917884481558804,14.11,2026-06-01,False
3189,景碩,印刷電路板,770.0,16510054958.5,True,80.6009144350098,35.00347947112039,32.27,2026-06-01,False
2409,友達,光電及I/O,27.65,15327675579.752499,True,97.43290548424739,9.88169798190675,13.83,2026-06-01,False
1303,南亞,石化,221.0,15022876908.0,True,89.57345971563981,24.356297842727905,31.79,2026-06-01,False
2317,鴻海,電腦及週邊,242.5,13481616870.7,True,91.84901531728666,20.80723729993041,52.11,2026-06-01,False
3008,大立光,消費性電子,4260.0,12622620683.0,True,99.07002188183807,3.8622129436325676,-10.46,2026-06-01,False
2449,京元電子,半導體,318.0,12110941858.6,True,99.12472647702407,3.653444676409186,28.64,2026-06-01,False
8299,群聯,半導體,1980.0,11991699429.5,True,71.49890590809628,44.05010438413361,301.0,2026-06-01,False
3443,創意,半導體,4185.0,10766461141.25,True,96.88183807439825,11.377870563674323,103.72,2026-06-01,False
2383,台光電,印刷電路板,4990.0,10707799432.5,True,98.19474835886214,6.610995128740431,120.69,2026-06-01,False
