stock_id,name,industry,close,adv20,pe_hist_pct,value_pct,revenue_yoy,value_ind_pct,momentum20,chip20_turnover,high52_prox,rev_accel,value_ind_pct_pool_pct,momentum20_pool_pct,chip20_turnover_pool_pct,high52_prox_pool_pct,rev_accel_pool_pct,composite
2851,中再保,產險,34.55,83368745.0,0.783435926133184,93.97759103641457,605.14,100.0,16.92047377326564,0.1756882693278453,100.0,382.62666666666667,98.44253490870032,77.76584317937701,99.140708915145,96.40171858216972,98.71106337271752,94.09237379162191
2344,華邦電,半導體,130.5,22830309645.0,55.39007092198581,55.74229691876751,182.22,82.53968253968253,48.63325740318907,0.07925187272339324,97.38805970149254,61.500000000000014,82.27712137486574,95.91836734693877,89.58109559613318,89.47368421052632,96.45542427497314,90.74113856068743
6166,凌華,電腦及週邊,113.5,390962210.0,36.454066705675835,68.4873949579832,63.16,78.94736842105263,53.794037940379404,0.092962834661256,100.0,27.13333333333332,78.24919441460794,96.99248120300751,92.0515574650913,96.40171858216972,88.07733619763695,90.3544575725027
8926,台汽電,公用事業,57.5,335681180.0,0.22383883603805263,96.18347338935574,532.81,86.36363636363636,27.212389380530965,0.11094834981628655,94.10801963993453,57.073333333333665,85.66058002148228,87.4328678839957,94.52201933404942,80.02148227712136,96.13319011815253,88.75402792696026
3135,凌航,半導體,208.0,1520783400.0,0.0,98.94957983193278,607.83,100.0,74.78991596638656,0.005838421282163105,94.33106575963718,323.67666666666673,98.44253490870032,98.92588614393125,61.97636949516648,80.343716433942,98.60365198711062,87.65843179377013
8042,金山電,電子零組件,107.5,423274475.0,19.023462270133166,81.23249299719888,32.83,93.75,62.38670694864048,0.11830629189518586,98.62385321100918,7.386666666666642,92.58861439312567,98.17400644468314,95.05907626208379,91.72932330827066,58.968850698174,87.30397422126745
2451,創見,半導體,328.5,3640057800.0,9.177392277560156,87.04481792717087,594.43,97.61904761904762,33.26572008113591,0.019380156649564953,93.58974358974359,187.3366666666667,96.02577873254565,90.87003222341569,71.21374865735768,78.51772287862514,98.28141783029001,86.98174006444683
6415,矽力*-KY,半導體,514.0,3401184925.0,64.80134303301622,48.739495798319325,28.14,72.22222222222221,54.58646616541354,0.09440793457544795,100.0,13.989999999999995,71.16004296455424,97.42212674543501,92.37379162191192,96.40171858216972,75.7250268528464,86.61654135338345
4973,廣穎,半導體,120.5,876570020.0,45.608721986674745,62.60504201680672,106.1,86.5079365079365,55.28350515463918,0.007724288596364122,100.0,23.62666666666665,85.92910848549946,97.52953813104189,64.76906552094522,96.40171858216972,85.71428571428571,86.0687432867884
3490,單井,電子設備,37.8,101172685.0,41.51943462897527,64.91596638655463,51.02,94.20289855072464,30.34482758620689,0.011436436026411942,100.0,19.086666666666634,92.9108485499463,89.25886143931257,66.9172932330827,96.40171858216972,82.16970998925886,85.53168635875404
5410,國眾,電子通路,37.7,29200980.0,49.63626189143817,59.87394957983193,122.27,82.0,16.358024691358032,0.056647398843930635,94.72361809045228,60.84333333333333,81.95488721804512,77.22878625134264,86.03651987110635,81.63265306122449,96.2406015037594,84.6186895810956
3006,晶豪科,半導體,252.0,5546099950.0,85.46511627906976,30.11204481792717,349.21,46.03174603174603,64.70588235294117,0.045765046623339925,100.0,127.30333333333331,43.9312567132116,98.38882921589689,83.02900107411385,96.40171858216972,97.85177228786252,83.92051557465092
6021,美好證,證券,31.15,13244205.0,0.0,98.94957983193278,5212.46,100.0,8.15972222222221,0.09750623441396508,87.99435028248588,2801.9433333333336,98.44253490870032,66.05800214822771,93.12567132116004,61.54672395273899,100.0,83.83458646616542
2542,興富發,建設,44.6,629860622.5,38.556239507554565,67.29691876750701,4077.66,56.896551724137936,27.610872675250352,0.09373369309287141,95.40106951871658,1947.6533333333332,54.994629430719655,87.64769065520946,92.26638023630504,84.31793770139635,99.67776584317937,83.78088077336197
3046,建碁,電腦及週邊,51.0,13206812.5,16.782140107775213,82.70308123249299,93.6,91.22807017543859,4.081632653061229,0.1732776617954071,92.3913043478261,67.04333333333331,90.22556390977444,57.78732545649839,98.92588614393125,74.86573576799141,96.6702470461869,83.69495166487647
5285,界霖,半導體,75.8,90886760.0,82.09289311695579,34.73389355742297,28.38,55.55555555555556,39.85239852398523,0.08482716889796536,100.0,20.913333333333334,53.651987110633726,93.23308270676691,90.76262083780881,96.40171858216972,84.1031149301826,83.63050483351235
8227,巨有科技,半導體,208.0,499560300.0,60.43956043956044,51.89075630252101,207.02,76.98412698412699,47.51773049645389,0.023809967396367024,92.03539823008849,92.67666666666669,76.26208378088077,95.3813104189044,74.54350161117078,74.11385606874329,97.42212674543501,83.54457572502686
6532,瑞耘,電子設備,111.0,327530230.0,55.62395075545608,55.392156862745104,25.51,91.30434782608695,32.93413173652695,-0.003900216852056974,97.36842105263158,29.926666666666673,90.49409237379163,90.65520945220193,53.70569280343717,89.25886143931257,89.68850698174006,82.76047261009667
6834,天二科技,電子零組件,52.7,122495750.0,47.14946070878274,61.34453781512605,32.25,83.33333333333334,41.28686327077751,0.009390915803623834,100.0,10.053333333333331,83.02900107411385,93.87755102040816,65.73576799140709,96.40171858216972,65.95059076262085,80.99892588614394
2408,南亞科,半導體,305.0,36970876700.0,77.6824034334764,39.21568627450981,717.33,61.904761904761905,45.238095238095234,0.04267621026285019,89.44281524926686,95.97000000000003,60.31149301825993,94.73684210526315,82.06229860365198,65.95059076262085,97.63694951664877,80.13963480128893
7769,鴻勁,電子設備,6655.0,7962723000.0,83.63636363636363,32.773109243697476,111.83,63.76811594202898,47.88888888888889,0.17271727172717272,88.02910052910053,18.456666666666663,62.72824919441461,95.59613319011815,98.81847475832438,61.868958109559614,81.41783029001074,80.08592910848549
3680,家登,電子設備,544.0,2640544750.0,75.40229885057471,41.38655462184874,52.74,79.71014492753623,26.51162790697674,0.03629318564502059,88.31168831168831,34.69000000000001,78.83995703544576,86.57357679914071,79.80665950590763,62.72824919441461,92.37379162191192,80.06444683136412
4916,事欣科,電腦及週邊,74.4,525034180.0,27.842069434989792,74.2296918767507,50.22,85.96491228070175,9.734513274336297,0.027993947254647645,100.0,12.626666666666665,85.17722878625135,68.85069817400644,76.5843179377014,96.40171858216972,72.8249194414608,79.96777658431793
2892,第一金,金融控股,28.75,957350462.5,22.5517627308338,79.13165266106442,41.98,92.3076923076923,-0.17361111111111605,0.1296045981866731,93.4959349593496,20.529999999999998,91.1922663802363,47.58324382384533,96.88506981740065,78.30290010741139,83.2438238453276,79.44146079484425
2376,技嘉,電腦及週邊,330.5,4270265750.0,44.991606043648574,63.16526610644257,73.66,66.66666666666666,17.406749555950274,0.1009978386167147,100.0,8.360000000000028,65.52094522019334,78.62513426423202,93.66272824919442,96.40171858216972,62.513426423200855,79.34479054779806
3577,泓格,電腦及週邊,118.5,65255320.0,73.30721880246223,42.64705882352941,89.01,42.10526315789473,47.755610972568576,0.020343440594059407,100.0,34.86666666666666,40.171858216971,95.48872180451127,72.18045112781954,96.40171858216972,92.4812030075188,79.34479054779806
6015,宏遠證,證券,14.85,59686417.5,22.77310924369748,78.99159663865547,4229.16,62.5,14.230769230769225,0.14813872420549096,87.86982248520711,2462.6566666666668,61.224489795918366,74.86573576799141,98.17400644468314,61.00966702470462,99.89258861439313,79.03329752953815
3356,奇偶,光電及I/O,61.5,75423050.0,0.3923766816143498,95.30812324929971,20.67,96.92307692307692,17.366412213740468,0.02550397067806964,98.08612440191386,6.330000000000004,94.95166487647691,78.51772287862514,75.51020408163265,90.76262083780881,55.10204081632652,78.96885069817401
6679,鈺太,半導體,312.5,227691175.0,54.09836065573771,56.582633053221286,15.7,83.33333333333334,13.224637681159424,0.10646437994722956,94.41087613293051,8.713333333333331,83.02900107411385,73.14715359828142,94.30719656283566,80.55853920515574,63.48012889366272,78.90440386680987
6526,達發,半導體,689.0,1824407350.0,45.10433386837881,62.95518207282913,14.31,88.09523809523809,36.16600790513833,0.05475215844699069,91.50066401062416,6.826666666666672,87.4328678839957,92.0515574650913,85.28464017185821,72.93233082706767,56.713211600429645,78.88292158968851
4967,十銓,半導體,278.5,5955736650.0,2.127659574468085,92.22689075630252,78.61,99.20634920634922,26.87927107061503,-0.0036091940965418,91.91419141914191,19.640000000000008,96.77765843179377,87.11063372717508,53.92051557465092,73.79162191192266,82.49194414607949,78.81847475832438
2316,楠梓電,印刷電路板,126.5,1058163650.0,18.46670397313934,81.72268907563026,74.29,100.0,10.480349344978169,0.010842450892805347,88.7719298245614,45.47000000000003,98.44253490870032,69.38775510204081,66.80988184747582,64.33941997851772,94.95166487647691,78.78625134264232
8299,群聯,半導體,2735.0,23368308500.0,81.02965864577504,36.16946778711485,236.63,57.14285714285714,74.20382165605095,0.012932393080769829,94.96527777777779,27.44999999999996,55.316863587540276,98.81847475832438,67.88399570354457,82.92158968850698,88.2921589688507,78.64661654135338
8016,矽創,半導體,275.0,708153125.0,75.48964745383324,41.31652661064425,37.26,64.28571428571429,27.906976744186053,0.09707208430658917,93.3786078098472,11.71333333333336,63.1578947368421,87.8625134264232,92.80343716433941,77.87325456498388,70.56928034371643,78.45327604726101
3033,威健,電子通路,48.7,709909202.5,80.91773922775602,36.30952380952381,15.18,44.0,40.548340548340555,0.10586141810728979,100.0,9.360000000000003,41.890440386680986,93.66272824919442,94.19978517722879,96.40171858216972,65.09129967776585,78.24919441460796
6174,安碁,電子零組件,40.95,107025515.0,66.53609401231112,47.549019607843135,35.12,69.44444444444444,48.90909090909092,0.0011478695883088625,98.67469879518073,15.176666666666666,68.31364124597206,96.13319011815253,57.03544575725027,91.83673469387756,77.44360902255639,78.15252416756178
8271,宇瞻,半導體,236.0,1235270100.0,45.1035254616676,63.02521008403361,360.82,88.88888888888889,31.47632311977715,-0.017435858581075322,90.59500959692899,78.37,88.13104189044039,89.90332975295381,44.79054779806659,70.24704618689582,97.0998925886144,78.03437164339421
5864,致和證,證券,31.0,171213735.0,9.30888575458392,86.90476190476191,2037.17,75.0,27.04918032786885,0.03277210132837934,84.46866485013624,816.4066666666668,73.95273899033297,87.32545649838883,78.73254564983888,50.26852846401718,99.35553168635876,77.92696025778733
3581,博磊,電子設備,216.0,110412175.0,93.38747099767981,20.448179271708682,47.69,44.927536231884055,81.5126050420168,0.07776956557444362,91.33192389006342,23.373333333333374,42.857142857142854,99.5703544575725,89.15145005370569,72.61009667024705,85.39205155746508,77.91621911922664
3236,千如,電子零組件,41.05,286066725.0,85.03937007874016,30.672268907563026,38.29,56.25,16.45390070921986,0.02078878131601799,100.0,22.10333333333332,54.35016111707841,77.44360902255639,72.61009667024705,96.40171858216972,84.74758324382384,77.11063372717508
5289,宜鼎,半導體,1865.0,8113529750.0,90.2070509233352,24.264705882352942,583.11,33.730158730158735,85.5721393034826,0.004611974984073433,100.0,92.7433333333334,31.63265306122449,99.67776584317937,60.257787325456505,96.40171858216972,97.52953813104189,77.0998925886144
