stock_id,name,industry,close,adv20,listed_ok,pe_hist_pct,value_pct,revenue_yoy,rev_month,bear_regime
2330,台積電,半導體,2440.0,94902236302.0,True,97.81061850027368,9.18580375782881,67.87,2026-06-01,False
2327,國巨*,電子零組件,798.0,59392485699.8,True,98.57690202517789,6.193458594293667,38.91,2026-06-01,False
2408,南亞科,半導體,481.0,49108901786.75,True,96.34854771784232,13.013221990257481,621.34,2026-06-01,False
2454,聯發科,半導體,3740.0,48235554352.0,True,98.0295566502463,8.38552540013918,2.8,2026-06-01,False
2344,華邦電,半導體,180.5,41843504535.15,True,68.48275862068965,47.529575504523315,189.88,2026-06-01,False
3481,群創,光電及I/O,58.5,36501624244.975,True,92.74486094316808,19.485038274182322,17.25,2026-06-01,False
2303,聯電,半導體,166.0,34359296425.9,True,92.99397920087576,19.171885873347254,22.85,2026-06-01,False
3037,欣興,印刷電路板,936.0,30135225093.6,True,96.71592775041051,11.969380654140572,36.31,2026-06-01,False
2308,台達電,電子零組件,1890.0,25999240413.0,True,96.38752052545156,12.7696590118302,55.43,2026-06-01,False
4958,臻鼎-KY,印刷電路板,618.0,24826424931.8,True,99.56212370005474,2.1224773834377175,32.83,2026-06-01,False
8046,南電,印刷電路板,1415.0,22495101191.0,True,93.82716049382715,17.4669450243563,50.03,2026-06-01,False
3711,日月光投控,半導體,683.0,18911769592.15,True,99.83268265476855,1.0438413361169103,32.86,2026-06-01,False
6770,力積電,半導體,76.1,18007297745.84,True,86.17747440273038,29.018789144050107,68.75,2026-06-01,False
3189,景碩,印刷電路板,845.0,17264108563.0,True,81.30718954248366,34.44676409185804,32.27,2026-06-01,False
6182,合晶,半導體,179.5,16036095043.225,True,99.8220640569395,1.1134307585247043,14.11,2026-06-01,False
2409,友達,光電及I/O,28.3,15349194355.41,True,97.7803738317757,9.324982602644399,13.83,2026-06-01,False
1303,南亞,石化,227.5,14158188126.0,True,91.10847658565501,22.477383437717467,31.79,2026-06-01,False
2317,鴻海,電腦及週邊,239.0,13772845184.7,True,90.20251778872469,23.938761308281144,52.11,2026-06-01,False
3008,大立光,消費性電子,4040.0,12771099746.0,True,96.49698960043787,12.247738343771747,-10.46,2026-06-01,False
8299,群聯,半導體,2105.0,12102481129.5,True,72.35905856595511,43.77174669450243,301.0,2026-06-01,False
2449,京元電子,半導體,307.0,11838317867.3,True,98.63163656267105,5.949895615866389,28.64,2026-06-01,False
3443,創意,半導體,4120.0,11389954352.0,True,96.88013136288998,11.447459986082116,103.72,2026-06-01,False
2383,台光電,印刷電路板,5080.0,10926555074.0,True,98.63163656267105,5.949895615866389,120.69,2026-06-01,False
6239,力成,半導體,314.0,10906189937.0,True,98.24849480021894,7.341684064022269,21.71,2026-06-01,False
3105,穩懋,半導體,386.0,10718710676.9,True,78.18411097099622,38.06541405706332,29.55,2026-06-01,False
3017,奇鋐,電子零組件,2165.0,9933311633.75,True,81.71866447728516,34.029227557411275,66.11,2026-06-01,False
6274,台燿,印刷電路板,1435.0,9747056387.5,True,97.81061850027368,9.18580375782881,107.72,2026-06-01,False
6488,環球晶,半導體,1480.0,9689038190.0,True,99.83579638752053,0.9046624913013221,-1.63,2026-06-01,False
2313,華通,印刷電路板,248.0,9350379866.2,True,97.04433497536947,11.273486430062631,20.96,2026-06-01,False
3661,世芯-KY,半導體,3735.0,9148704969.0,True,68.80131362889983,46.90327070285317,15.39,2026-06-01,False
6213,聯茂,印刷電路板,335.0,8963315654.25,True,99.23371647509579,3.653444676409186,47.94,2026-06-01,False
2345,智邦,通信網路,2340.0,8480636788.0,True,96.71592775041051,11.969380654140572,61.16,2026-06-01,False
3026,禾伸堂,電子零組件,838.0,8397439321.6,True,99.23371647509579,3.653444676409186,33.9,2026-06-01,False
6669,緯穎,電腦及週邊,5095.0,8386716552.25,True,41.55405405405405,66.17954070981212,29.79,2026-06-01,False
5483,中美晶,半導體,278.0,7521701337.5,True,95.24348810872027,14.822546972860126,7.61,2026-06-01,False
2492,華新科,電子零組件,379.0,7007461192.85,True,98.19376026272579,7.6548364648573415,25.84,2026-06-01,False
6147,頎邦,半導體,204.5,7002390767.975,True,97.97482211275315,8.559498956158663,27.06,2026-06-01,False
3042,晶技,電子零組件,189.5,6804752724.0,True,98.24849480021894,7.341684064022269,19.98,2026-06-01,False
8150,南茂,半導體,114.0,6665118653.2,True,92.50136836343734,19.90257480862909,37.23,2026-06-01,False
2368,金像電,印刷電路板,1025.0,6535222515.0,True,92.1556886227545,20.389700765483646,78.22,2026-06-01,False
5347,世界,半導體,186.5,6524721785.725,True,99.39792008757526,2.7487821851078635,33.57,2026-06-01,False
2382,廣達,電腦及週邊,381.0,6425218996.65,True,77.504105090312,38.69171885873347,102.87,2026-06-01,False
8358,金居,印刷電路板,462.5,5971451132.5,True,97.48221127531473,10.125260960334028,43.37,2026-06-01,False
6223,旺矽,半導體,6330.0,5813890711.0,True,98.85057471264368,4.940848990953375,65.07,2026-06-01,False
3665,貿聯-KY,電子零組件,1910.0,5701882486.5,True,93.9792008757526,17.22338204592902,63.79,2026-06-01,False
5289,宜鼎,半導體,1470.0,5545765175.0,True,70.93596059113301,45.16353514265832,696.31,2026-06-01,False
3231,緯創,電腦及週邊,145.5,5429189542.5,True,57.25232621784346,55.53235908141963,53.85,2026-06-01,False
2301,光寶科,電子零組件,216.0,5394659087.0,True,98.24849480021894,7.341684064022269,36.98,2026-06-01,False
2472,立隆電,電子零組件,341.0,5311393013.45,True,98.35796387520526,6.85455810716771,36.2,2026-06-01,False
2360,致茂,電子設備,1905.0,5307225023.5,True,96.44225506294471,12.45650661099513,73.02,2026-06-01,False
1802,台玻,玻璃陶瓷,63.2,5234322886.8,True,90.66511085180863,23.312456506610996,27.0,2026-06-01,False
2379,瑞昱,半導體,753.0,4939961983.95,True,88.66995073891626,25.81767571329158,20.6,2026-06-01,False
7769,鴻勁,電子設備,6720.0,4822655788.0,True,68.66666666666667,47.25121781489214,106.54,2026-06-01,False
3374,精材,半導體,402.0,4804082608.5,True,93.04615384615384,18.997912317327767,61.01,2026-06-01,False
5274,信驊,半導體,13900.0,4706045160.0,True,91.78981937602627,20.946416144746,67.47,2026-06-01,False
6139,亞翔,電子設備,895.0,4692729910.25,True,92.0087575259989,20.45929018789144,49.7,2026-06-01,False
6271,同欣電,半導體,224.0,4638224258.8,True,97.26327312534208,10.612386917188587,10.56,2026-06-01,False
2882,國泰金,金融控股,96.6,4598512869.41,True,80.623973727422,35.35142658315936,-42.04,2026-06-01,False
2881,富邦金,金融控股,128.5,4564742916.375,True,88.06787082649151,26.687543493389004,155.03,2026-05-01,False
2059,川湖,金屬製品,8500.0,4384840000.0,True,99.94526546250684,0.2435629784272791,220.52,2026-06-01,False
3653,健策,電子零組件,3280.0,4305682232.0,True,95.18336070060208,14.892136395267919,57.64,2026-06-01,False
3081,聯亞,半導體,1755.0,4300658407.0,True,83.6637047163363,32.080723729993046,128.14,2026-06-01,False
2404,漢唐,電子設備,1285.0,4220626297.5,True,96.6064586754242,12.10855949895616,50.9,2026-06-01,False
3450,聯鈞,通信網路,480.0,4218482413.0,True,84.37682855471036,31.03688239387613,88.18,2026-06-01,False
6531,愛普*,半導體,943.0,4082636382.9,True,83.48045397225725,32.21990257480863,59.48,2026-06-01,False
6446,藥華藥,藥,1320.0,4078955914.0,True,62.310606060606055,52.052887961029924,94.88,2026-06-01,False
8261,富鼎,半導體,304.0,4006612373.4,True,99.39792008757526,2.7487821851078635,16.09,2026-06-01,False
2375,凱美,電子零組件,170.0,4004333695.0,True,95.45703338806787,14.439805149617257,18.39,2026-06-01,False
2357,華碩,電腦及週邊,712.0,3979932980.8,True,46.63382594417077,63.291579679888656,55.63,2026-06-01,False
3260,威剛,半導體,408.0,3972911234.2,True,9.843937575030012,88.51774530271399,212.06,2026-06-01,False
2484,希華,電子零組件,81.5,3965665520.8,True,99.56212370005474,2.1224773834377175,-1.4,2026-06-01,False
1326,台化,石化,70.8,3911850081.2599998,True,95.27248850952068,14.613778705636744,11.59,2026-06-01,False
2481,強茂,電子零組件,174.5,3881053285.95,True,99.09960607765898,3.8274182324286707,27.37,2026-06-01,False
3034,聯詠,半導體,472.0,3810992509.2,True,87.46579091406677,27.62700069589422,18.96,2026-06-01,False
2891,中信金,金融控股,63.5,3777929230.45,True,94.58128078817734,16.109951287404314,-17.9,2026-06-01,False
2603,長榮,海運,199.5,3626802425.85,True,65.0728862973761,50.31315240083507,30.01,2026-06-01,False
6442,光聖,通信網路,1430.0,3474281501.0,True,65.7437218287186,49.54766875434934,1.65,2026-06-01,False
8043,蜜望實,電子通路,154.5,3452455986.6,True,75.74832009773976,40.50104384133611,48.37,2026-06-01,False
3211,順達,電子零組件,427.0,3279390003.7,True,98.08429118773945,8.176757132915796,20.63,2026-06-01,False
6515,穎崴,半導體,7255.0,3248584891.25,True,94.05120481927712,16.910229645093946,287.9,2026-06-01,False
3006,晶豪科,半導體,239.0,3208760073.85,True,81.51125401929261,34.30758524704245,328.35,2026-06-01,False
6285,啟碁,通信網路,267.0,3099238028.9,True,98.3032293377121,7.09812108559499,84.37,2026-06-01,False
4979,華星光,通信網路,410.0,3008123238.5,True,84.28731762065095,31.176061238691723,27.68,2026-06-01,False
2618,長榮航,空運,42.15,2965653695.8675,True,22.25183211192538,79.88865692414753,26.58,2026-06-01,False
1815,富喬,印刷電路板,91.3,2931848691.835,True,55.497382198952884,56.92414752957551,46.36,2026-06-01,False
5351,鈺創,半導體,104.5,2897784933.4,True,86.7237687366167,28.322894919972164,657.48,2026-06-01,False
6415,矽力*-KY,半導體,504.0,2853251984.6,True,62.671045429666115,51.70494084899096,37.77,2026-06-01,False
6257,矽格,半導體,237.5,2844576903.75,True,99.39792008757526,2.7487821851078635,21.0,2026-06-01,False
8996,高力,其他電製品,1185.0,2788033127.5,True,90.58565955117679,23.451635351426585,37.56,2026-06-01,False
5371,中光電,光電及I/O,94.9,2725555529.7599998,True,99.78106185002737,1.2526096033402923,-11.35,2026-06-01,False
2887,台新新光金,金融控股,36.15,2692341837.3325,True,91.78981937602627,20.946416144746,329.5,2026-06-01,False
5425,台半,電子零組件,107.5,2664066513.625,True,98.90530925013684,4.627696590118302,9.46,2026-06-01,False
2455,全新,半導體,315.5,2658062187.4,True,93.26765188834155,18.37160751565762,23.55,2026-06-01,False
5328,華容,電子零組件,66.2,2654248813.19,True,91.52431011826543,21.572720946416144,63.54,2026-06-01,False
6173,信昌電,電子零組件,231.5,2612373652.7,True,98.57690202517789,6.193458594293667,29.08,2026-06-01,False
1785,光洋科,資源回收,121.0,2600632686.35,True,55.28188286808976,57.23729993041058,70.84,2026-06-01,False
