stock_id,name,industry,close,day_change_pct,adv20,listed_ok,pe_hist_pct,value_pct,revenue_yoy,rev_month,bear_regime,value_ind_pct,momentum20,chip20_turnover,high52_prox,rev_accel,value_ind_pct_pool_pct,momentum20_pool_pct,chip20_turnover_pool_pct,high52_prox_pool_pct,rev_accel_pool_pct,composite,revenue_yoy_pool_pct,c2_score
3702,大聯大,電子通路,104.5,-1.8779342723004744,1389396865.45,True,17.485159201295197,72.93729372937293,131.85,2026-06-01,False,76.92307692307693,-13.991769547325102,-0.10821684201898717,80.38461538461539,47.349999999999994,78.75854214123007,7.517084282460136,8.314350797266515,61.958997722095674,94.86887115165337,50.283569218941146,93.36384439359267,81.64107499361457
8383,千附,電子設備,66.2,-1.4880952380952328,189660371.14000005,True,18.031820860341778,72.40924092409242,200.07,2026-06-01,False,84.4155844155844,-24.77272727272727,-0.0559297805598943,73.23008849557522,105.24666666666666,85.6492027334852,1.1389521640091116,20.615034168564918,45.67198177676538,97.94754846066135,50.20454386069719,95.65217391304348,81.45860156482124
6024,群益期,期貨,61.5,1.1513157894736947,33774432.495000005,True,20.939017808958447,69.9009900990099,124.15,2026-06-01,False,69.67871485943775,-4.35458786936236,0.08120613366299385,94.32515337423312,169.84,72.20956719817767,31.548974943052393,76.87927107061503,91.11617312072893,98.63169897377423,74.07713706126965,92.90617848970251,81.17073596638917
7828,創新服務,電子設備,1650.0,2.1671826625387025,429082588.5,True,5.952380952380952,82.37623762376238,255.83,2026-06-01,False,94.8051948051948,-12.698412698412698,0.06655794269029548,70.96774193548387,-10611.286666666667,94.874715261959,9.225512528473805,72.55125284738041,39.749430523917994,0.22805017103762829,43.32579226655377,96.91075514874143,80.57734710153616
6177,達麗,建設,47.05,-2.789256198347112,97946804.8125,True,6.931246506428172,81.45214521452145,1322.16,2026-06-01,False,84.48275862068965,-2.989690721649491,-0.05548513741831723,84.62230215827337,743.4366666666667,85.7630979498861,36.56036446469248,20.956719817767656,72.66514806378133,99.65792474344356,63.120651007914226,99.54233409610984,80.35255391127119
3290,東浦,電子零組件,50.7,-0.39292730844793233,38155339.595000006,True,3.0671296296296298,86.13861386138613,88.72,2026-06-01,False,97.33333333333334,-17.292006525285473,-0.12732548278570957,71.10799438990183,3.9766666666666737,96.24145785876993,4.555808656036446,6.150341685649203,40.20501138952164,49.82896237172178,39.396316392339806,88.90160183066361,80.19806560572968
6574,霈方,化妝美容,123.0,0.40816326530612734,17513324.95,True,0.053966540744738264,98.41584158415841,73.91,2026-06-01,False,100.0,-3.90625,-0.010002393080319133,79.87012987012987,27.096666666666664,98.91799544419135,33.14350797266515,39.749430523917994,60.820045558086555,89.39566704675028,64.40532930912227,86.04118993135012,78.15893074024072
2527,宏璟,建設,44.15,0.11337868480725266,51611874.980000004,True,40.37837837837838,54.05940594059406,365.12,2026-06-01,False,48.275862068965516,-9.342915811088304,-0.0759385983537315,87.42574257425743,245.64666666666665,49.88610478359909,15.717539863325742,13.439635535307518,78.24601366742597,99.0877993158495,51.27541863310156,98.16933638443935,77.64597874303468
5522,遠雄,建設,64.1,2.396166134185296,59146991.595000006,True,2.6443604964921748,86.66666666666667,2513.5,2026-06-01,False,93.10344827586206,-2.73141122913507,-0.02922952052414604,77.98053527980534,1364.0166666666667,93.16628701594533,38.26879271070615,31.776765375854215,55.58086560364465,99.8859749144812,63.73573712412631,99.88558352402745,77.59098585822781
6691,洋基工程,電子設備,610.0,-13.597733711048154,509744645.45,True,52.584670231729056,43.56435643564357,115.19,2026-06-01,False,67.53246753246754,-16.43835616438356,-0.1846545993281837,76.53701380175659,27.10666666666667,70.50113895216401,5.239179954441914,2.9612756264236904,52.277904328018224,89.50969213226911,44.09783819866338,92.10526315789474,77.41128162090877
6023,元大期,期貨,82.5,-1.19760479041916,48872870.92,True,0.10793308148947653,97.55775577557756,86.15,2026-06-01,False,97.59036144578313,-5.606407322654468,-0.08530176858238031,76.38888888888889,35.92000000000001,96.46924829157174,27.904328018223236,11.845102505694761,51.82232346241457,92.47434435575826,56.10306932673252,88.32951945080092,77.179190796641
4534,慶騰,機械,30.15,0.16611295681061566,47044692.365,True,40.26845637583892,54.12541254125413,112.04,2026-06-01,False,74.28571428571429,-24.81296758104739,-0.07678312450612096,71.19244391971664,52.79666666666667,76.65148063781321,1.0250569476082005,13.097949886104784,40.43280182232346,95.66704675028507,45.37486720882695,91.76201372997713,76.9553098106264
6416,瑞祺電通,電腦及週邊,102.5,5.779153766769851,81547724.38,True,29.303831624392878,62.07920792079208,58.62,2026-06-01,False,66.10169491525424,-3.755868544600939,0.08091532771939633,96.24413145539906,36.00666666666666,67.42596810933941,33.48519362186788,76.30979498861048,93.3371298405467,92.58836944127708,72.62929120032831,79.63386727688787,76.72794290122653
2889,國票金,金融控股,15.65,0.6430868167202508,103025014.6625,True,58.71559633027523,39.00990099009901,100.04,2026-06-01,False,84.61538461538461,0.0,0.025155310920402966,88.92045454545455,-1196.24,85.93394077448747,51.993166287015946,57.40318906605923,81.09339407744875,0.6841505131128849,55.42156814362486,90.2745995423341,76.3271920268136
3709,鑫聯大投控,電子通路,67.5,-0.7352941176470562,72648060.825,True,1.834862385321101,88.18481848184818,72.07,2026-06-01,False,90.38461538461539,-9.274193548387103,-0.06359792925453403,72.65877287405812,44.513333333333335,90.43280182232346,16.059225512528474,16.74259681093394,44.07744874715262,94.2987457240593,52.322163723399555,85.24027459954233,75.92282491412249
2305,全友,光電及I/O,26.55,-0.9328358208955279,209122410.88250002,True,0.26619343389529726,95.31353135313532,142.33,2026-06-01,False,90.54054054054053,-22.707423580786028,-0.054649587574219574,62.25087924970693,35.253333333333345,90.54669703872437,1.9362186788154898,21.298405466970387,19.58997722095672,92.24629418472064,45.12351851803752,93.93592677345538,75.53409558858024
2851,中再保,產險,44.2,9.950248756218905,82935244.295,True,0.0,99.3069306930693,1113.15,2026-05-01,False,100.0,24.507042253521135,0.14701335390195283,100.0,553.9733333333334,98.91799544419135,95.78587699316628,88.38268792710706,98.63325740318906,99.42987457240594,96.22993846801194,99.31350114416476,75.26971924959471
2101,南港,輪胎,32.85,1.702786377708998,79571081.31750001,True,0.3115264797507788,94.52145214521452,328.25,2026-06-01,False,100.0,-1.7937219730941745,0.003430100925617782,73.98648648648648,115.70000000000002,98.91799544419135,42.710706150341686,46.69703872437358,46.924829157175395,98.17559863169897,66.6852336215562,97.48283752860412,75.15373899490729
5288,豐祥-KY,機車船製造,189.5,0.5305039787798504,34006362.95,True,40.798704803022126,53.59735973597359,71.59,2026-06-01,False,50.0,-4.050632911392405,0.0333009952970403,95.9493670886076,16.613333333333337,51.5375854214123,32.46013667425968,60.478359908883824,92.8246013667426,79.01938426453819,63.26401352716732,85.01144164759725,74.22837294037312
3033,威健,電子通路,45.35,0.7777777777777883,327821523.28,True,28.386400431732326,62.57425742574257,54.45,2026-06-01,False,65.38461538461539,-10.198019801980195,-0.046431305446989285,81.56474820143885,21.970000000000006,66.85649202733485,13.78132118451025,25.28473804100228,65.37585421412301,85.29076396807298,51.31783388700867,77.80320366132723,74.0635571795687
2497,怡利電,汽車組件,45.35,1.681614349775784,33613034.292500004,True,4.792332268370607,83.4983498349835,52.52,2026-06-01,False,94.44444444444444,-14.109848484848477,-0.07620245335644737,67.88922155688624,14.313333333333333,94.30523917995444,7.175398633257403,13.325740318906606,31.890660592255127,75.7126567844926,44.481939101773236,77.00228832951946,74.0056973671179
8050,廣積,電腦及週邊,57.1,0.7054673721340388,352366529.535,True,43.60496492174852,51.68316831683168,143.6,2026-06-01,False,47.45762711864407,-9.365079365079362,-0.05224143048951546,82.7536231884058,93.13999999999999,48.86104783599089,15.489749430523919,22.66514806378132,68.56492027334852,97.37742303306727,50.59165772734239,94.05034324942791,73.99664048206085
8112,至上,電子通路,93.7,2.9670329670329787,1831102235.175,True,13.92336751214247,76.43564356435644,231.17,2026-06-01,False,84.61538461538461,6.47727272727273,0.09658526421899766,93.23383084577115,51.06666666666666,85.93394077448747,77.67653758542141,80.86560364464692,89.749430523918,95.21094640820981,85.88729178733672,96.68192219679635,73.6721889774451
9942,茂順,汽車組件,114.5,0.43859649122806044,15275248.675,True,17.215326497571507,73.20132013201321,26.64,2026-06-01,False,75.0,-6.910569105691057,-0.05450770195053797,91.23505976095618,9.506666666666668,77.33485193621867,23.519362186788154,21.64009111617312,86.10478359908885,66.9327251995439,55.10636280756254,53.203661327231124,73.28098366893762
8926,台汽電,公用事業,56.8,1.7921146953405076,276305024.8,True,1.9967620075553156,87.92079207920793,1719.48,2026-06-01,False,66.66666666666666,-11.66407465007776,-0.20694199429995713,69.09975669099757,712.66,68.90660592255125,10.933940774487471,1.9362186788154898,34.96583143507973,99.54389965792474,43.25729929377174,99.77116704805492,73.1774159077996
6209,今國光,消費性電子,69.0,2.9850746268656803,390295248.63,True,0.39447731755424065,93.26732673267327,73.31,2026-06-01,False,100.0,-3.8997214484679623,-0.027293037246734275,70.98765432098764,3.026666666666671,98.91799544419135,33.25740318906606,32.57403189066059,39.863325740318906,46.52223489167617,50.22699823118261,85.58352402745996,72.77686050572603
6196,帆宣,電子設備,496.0,-0.8000000000000007,722500420.65,True,74.58175930922827,26.13861386138614,120.99,2026-06-01,False,42.857142857142854,-8.655616942909761,0.055178505287873714,84.06779661016948,43.58333333333333,43.45102505694761,17.995444191343964,69.81776765375855,71.64009111617312,93.95667046750285,59.37219969714522,92.67734553775743,72.44325437988356
3577,泓格,電腦及週邊,115.0,-3.765690376569042,189479580.125,True,33.72908796546141,59.07590759075908,85.37,2026-06-01,False,59.32203389830508,-28.125,0.00887791599834643,71.42857142857143,24.516666666666673,60.36446469248291,0.5694760820045558,50.227790432801825,41.17312072892938,88.02736602052451,48.07244359134864,88.21510297482837,72.29580307855902
6120,達運,光電及I/O,12.6,0.3984063745019917,35013565.4375,True,0.22805017103762829,95.57755775577557,42.06,2026-06-01,False,91.8918918918919,-4.905660377358493,-0.044640829202669166,78.26086956521738,39.550000000000004,92.36902050113895,29.726651480637813,25.968109339407746,56.49202733485193,93.38654503990878,59.58847073918905,69.22196796338673,72.08909107968495
