stock_id,name,industry,close,adv20,listed_ok,pe_hist_pct,value_pct,revenue_yoy,rev_month,bear_regime,value_ind_pct,momentum20,chip20_turnover,high52_prox,rev_accel,value_ind_pct_pool_pct,momentum20_pool_pct,chip20_turnover_pool_pct,high52_prox_pool_pct,rev_accel_pool_pct,composite
4968,立積,半導體,104.0,114534571.25,True,23.461012311901506,79.19276270006958,-1.09,2026-06-01,False,92.06349206349206,-2.803738317757009,0.025011179349330556,62.46246246246246,-2.8600000000000003,92.0479302832244,50.326797385620914,65.57734204793029,12.636165577342048,29.411764705882355,50.0
3416,融程電,電腦及週邊,172.0,94816981.0,True,90.26258205689278,23.173277661795407,24.3,2026-06-01,False,21.052631578947366,-0.8645533141210375,0.11369820962792454,84.72906403940887,-20.05,20.751633986928105,58.387799564270146,91.83006535947712,68.84531590413944,9.586056644880173,49.880174291939
4416,三圓,建設,10.5,11512796.5075,True,47.71863117870723,61.79540709812108,256.72,2026-06-01,False,42.3728813559322,1.941747572815527,-0.01042029081989103,16.64025356576862,181.14333333333337,41.830065359477125,66.12200435729847,42.15686274509804,0.32679738562091504,98.80174291938998,49.847494553376904
6781,AES-KY,電子零組件,1045.0,1382297271.0,True,31.916537867078826,72.79053583855254,25.58,2026-06-01,False,88.88888888888889,-9.523809523809524,0.005395837129738045,69.66666666666667,4.579999999999998,89.10675381263616,26.034858387799563,54.35729847494554,25.925925925925924,53.05010893246187,49.6949891067538
3229,晟鈦,印刷電路板,40.45,19481648.142500002,True,84.72906403940887,30.82811412665275,99.09,2026-06-01,False,61.53846153846154,-9.406494960806262,-0.02865861326348409,74.35661764705883,27.370000000000005,62.03703703703704,26.361655773420477,30.610021786492375,39.21568627450981,89.97821350762527,49.64052287581699
1565,精華,醫療耗材,95.8,15226513.985,True,38.7308533916849,67.84968684759917,-16.8,2026-06-01,False,46.875,2.459893048128339,0.10038509388123,58.23708206686929,-0.09333333333333371,46.40522875816993,68.40958605664488,89.97821350762527,7.4074074074074066,35.83877995642701,49.6078431372549
3594,磐儀,電腦及週邊,52.1,86154430.925,True,80.83687083080655,34.864300626304804,43.85,2026-06-01,False,33.33333333333333,10.14799154334039,-0.03407527017290442,88.75638841567292,-5.313333333333333,33.11546840958606,86.81917211328975,27.450980392156865,77.45098039215686,22.657952069716774,49.49891067538126
7715,裕山,資源回收,36.35,13717238.8,True,98.89196675900277,4.592901878914405,-74.34,2026-06-01,False,9.090909090909092,19.180327868852466,0.020999049343728274,89.20245398773007,-52.39333333333333,7.788671023965142,93.4640522875817,63.50762527233116,78.64923747276688,4.030501089324619,49.4880174291939
6763,綠界科技*,數位雲端,43.4,24125168.19,True,0.3795066413662239,98.39944328462073,14.37,2026-06-01,False,96.15384615384616,-8.245243128964058,0.026522965309894467,63.91752577319587,1.4233333333333338,95.31590413943356,30.174291938997822,66.55773420479304,14.596949891067537,40.631808278867105,49.455337690631815
7750,新代,機械,1955.0,407040556.0,True,60.60606060606061,52.74878218510787,151.4,2026-06-01,False,66.66666666666666,-14.065934065934066,0.007840436431736295,63.68078175895765,39.890000000000015,66.88453159041394,16.013071895424837,56.209150326797385,13.943355119825709,93.4640522875817,49.30283224400871
