factor,dir,mode,adv,sharpe,cagr,months
rsi14,低,top20%,500萬,0.05307604545878582,2.2257848153499626,256
rsi14,低,top10%,500萬,-0.01942079079880223,0.5640990117220746,256
rsi14,低,top5%,500萬,-0.052732721668923684,-0.17525463129328678,256
rsi14,低,N=25,500萬,-0.11870631969674096,-1.6096832925521332,256
rsi14,低,N=15,500萬,-0.0858176035481955,-0.9361367588657687,256
rsi14,低,N=8,500萬,-0.2449670532078882,-4.688592025984384,256
bbp20,高,top20%,500萬,0.13000675720974988,3.9042648024185,256
bbp20,高,top10%,500萬,0.0064193423738805044,1.1461443389033432,256
bbp20,高,top5%,500萬,-0.06908207737116445,-0.6025042436412553,256
bbp20,高,N=25,500萬,-0.0727184073661285,-0.7801151573893939,256
bbp20,高,N=15,500萬,-0.015610575289997417,0.604144054778466,256
bbp20,高,N=8,500萬,-0.08452830030520068,-1.3637788734935374,256
bbp20,低,top20%,500萬,0.012284647561601348,1.28899148070869,256
bbp20,低,top10%,500萬,-0.07560581587470303,-0.7776523866304452,256
bbp20,低,top5%,500萬,-0.20241829645760387,-3.7055642551422463,256
bbp20,低,N=25,500萬,-0.2572490693645826,-4.895563308896089,256
bbp20,低,N=15,500萬,-0.24828501064947378,-4.712402900805612,256
bbp20,低,N=8,500萬,-0.4120648499942263,-8.46324842074544,256
ma_gap60,高,top20%,500萬,0.3469276114332637,9.721155978633323,256
ma_gap60,高,top10%,500萬,0.3314320799664572,10.008772929783039,256
ma_gap60,高,top5%,500萬,0.30224203027143015,10.026747409563953,256
ma_gap60,高,N=25,500萬,0.27107762967920473,9.736291227762184,256
ma_gap60,高,N=15,500萬,0.33905528669520435,13.204251058719784,256
ma_gap60,高,N=8,500萬,0.29722453655753955,13.719144288313668,256
ma_gap60,低,top20%,500萬,0.07862319048392812,3.05834664271718,256
ma_gap60,低,top10%,500萬,0.0690713083911499,2.929619930008953,256
ma_gap60,低,top5%,500萬,0.05833195064055364,2.742032591947474,256
ma_gap60,低,N=25,500萬,0.01920546444717666,1.5928981097425465,256
ma_gap60,低,N=15,500萬,-0.018049972837541475,0.4156650513543081,256
ma_gap60,低,N=8,500萬,-0.022371658272206014,0.25674555571175706,256
vol60,高,top20%,500萬,0.21903423418203666,7.778333356286504,256
vol60,高,top10%,500萬,0.15212840902513788,6.008502713317343,256
vol60,高,top5%,500萬,0.07202390266984686,3.5292339245028614,256
vol60,高,N=25,500萬,-0.024002323687110225,0.1418021132612024,256
vol60,高,N=15,500萬,-0.15955430171350493,-4.950644496990941,256
vol60,高,N=8,500萬,-0.29102081321018003,-10.379838452768587,256
vol60,低,top20%,500萬,0.33054305932825556,6.158871868398874,256
vol60,低,top10%,500萬,0.21718623063854794,4.112539284377337,256
vol60,低,top5%,500萬,0.08751813032155432,2.1672931624034053,256
vol60,低,N=25,500萬,0.03106619564667426,1.4017570936846857,256
vol60,低,N=15,500萬,-0.07987228398421209,-0.01766331626271711,256
vol60,低,N=8,500萬,-0.10459481032986816,-0.32623458759721835,256
value,高,top20%,100萬,0.30380712097585677,7.631282061360167,256
value,高,top10%,100萬,0.15880478004667098,4.496235098922474,256
value,高,top5%,100萬,0.08419496521720712,2.9073008400061218,256
value,高,N=25,100萬,-0.050883052997920224,-0.16585710295049516,256
value,高,N=15,100萬,-0.09945429899593346,-1.3977443871692086,256
value,高,N=8,100萬,-0.1873801292521302,-3.786697345952128,256
value,低,top20%,100萬,0.4230587281354462,10.52054492776402,256
value,低,top10%,100萬,0.3894385749238256,9.844558316531282,256
value,低,top5%,100萬,0.4118595767375257,10.449131615987461,256
value,低,N=25,100萬,0.46305566755648986,12.502917821858727,256
value,低,N=15,100萬,0.38750613159728886,10.738207120074893,256
value,低,N=8,100萬,0.206850311845626,6.652160073139046,256
value_ind,高,top20%,100萬,0.36276997502039626,8.927327126357731,256
value_ind,高,top10%,100萬,0.25811411243536636,6.595369016179919,256
value_ind,高,top5%,100萬,0.20287736950918153,5.405230957321461,256
value_ind,高,N=25,100萬,0.19873074514151917,5.135016326569897,256
value_ind,高,N=15,100萬,0.22333451162874132,5.837651630758356,256
value_ind,高,N=8,100萬,0.1929618162869193,5.184005269814795,256
value_ind,低,top20%,100萬,0.3700392939207562,9.222871066269022,256
value_ind,低,top10%,100萬,0.29519022601123607,7.604680792529339,256
value_ind,低,top5%,100萬,0.2627863689978474,7.218506474019493,256
value_ind,低,N=25,100萬,0.3395833427213423,9.401828396723966,256
value_ind,低,N=15,100萬,0.30652373898401625,9.294609526817975,256
value_ind,低,N=8,100萬,0.34115065653433535,10.855616851359384,256
momentum,高,top20%,100萬,0.19117799065504928,5.530183572577019,256
momentum,高,top10%,100萬,0.13716125733854928,4.50776956057084,256
momentum,高,top5%,100萬,0.05738864232678326,2.6022728308436216,256
momentum,高,N=25,100萬,0.07415817748166251,3.313382311431856,256
momentum,高,N=15,100萬,0.14913663539602282,6.11276217714205,256
momentum,高,N=8,100萬,0.1393638724929836,6.530080285455742,256
momentum,低,top20%,100萬,0.13750978399289357,4.387694300585121,256
momentum,低,top10%,100萬,0.13304873359166083,4.484614526738562,256
momentum,低,top5%,100萬,0.14068715607726615,4.925441683292142,256
momentum,低,N=25,100萬,0.14438013661368584,5.233167902112168,256
momentum,低,N=15,100萬,0.08433672654771655,3.5859445920679134,256
momentum,低,N=8,100萬,-0.036393117719359894,-0.19016084183050008,256
mom60,高,top20%,100萬,0.5087156858377807,13.253155854841214,256
mom60,高,top10%,100萬,0.4733310369396218,13.619512491093055,256
mom60,高,top5%,100萬,0.3689787477674768,11.668481655326612,256
mom60,高,N=25,100萬,0.3478927612833057,12.164739955953351,256
mom60,高,N=15,100萬,0.3532771795148868,13.456062836029314,256
mom60,高,N=8,100萬,0.36865588313777903,17.09408409140547,256
mom60,低,top20%,100萬,0.06847197818635323,2.737476352322288,256
mom60,低,top10%,100萬,0.06639381800104174,2.826665231256875,256
mom60,低,top5%,100萬,0.044871714637595914,2.3232889336214146,256
mom60,低,N=25,100萬,0.06339201283307473,2.9583654189899278,256
mom60,低,N=15,100萬,0.08338151709942765,3.663312777764216,256
mom60,低,N=8,100萬,-0.002216723205971243,0.921154718478534,256
mom120,高,top20%,100萬,0.6228405448840206,16.430087792119295,256
mom120,高,top10%,100萬,0.5872347894426699,17.371808346604677,256
mom120,高,top5%,100萬,0.5102020797421233,16.974961933731446,256
mom120,高,N=25,100萬,0.4648743794541662,16.9751821769373,256
mom120,高,N=15,100萬,0.329315526086022,13.5929102578501,256
mom120,高,N=8,100萬,0.018274317599712046,1.8183436452777757,256
mom120,低,top20%,100萬,0.02332466597900191,1.5862503519622706,256
mom120,低,top10%,100萬,-0.02262248836963097,0.3831109511682307,256
mom120,低,top5%,100萬,-0.10416631683545695,-2.0627319322509274,256
mom120,低,N=25,100萬,-0.11928864494855401,-2.738977150389932,256
mom120,低,N=15,100萬,-0.17999710293433457,-4.855218937201533,256
mom120,低,N=8,100萬,-0.1572887044369748,-4.4171814747622,256
chip,高,top20%,100萬,0.2605983227174282,6.327096310529479,256
chip,高,top10%,100萬,0.15001362231331655,3.9006076538308454,256
chip,高,top5%,100萬,0.13385811618788934,3.472060922445319,256
chip,高,N=25,100萬,0.06221885883386748,2.083033776609655,256
chip,高,N=15,100萬,-0.027567449598756497,0.5195864432374186,256
chip,高,N=8,100萬,-0.13101008860401525,-1.6118475750054762,256
chip,低,top20%,100萬,0.24507126610698476,5.862231288302122,256
chip,低,top10%,100萬,0.30455449204040574,6.708385745583989,256
chip,低,top5%,100萬,0.33331537208977025,6.958846822383435,256
chip,低,N=25,100萬,0.4654811249375003,8.848217469236497,256
chip,低,N=15,100萬,0.5051987425987424,9.443180279079243,256
chip,低,N=8,100萬,0.45436359619504835,8.711813659273936,256
chip5,高,top20%,100萬,0.1956457932837234,4.950945883163249,256
chip5,高,top10%,100萬,0.11276205932061172,3.168349351039823,256
chip5,高,top5%,100萬,-0.01341369264317935,0.7600185471755339,256
chip5,高,N=25,100萬,-0.11002382926119343,-0.9017838376640497,256
chip5,高,N=15,100萬,-0.16823868185277077,-1.802031161479456,256
chip5,高,N=8,100萬,-0.11388969433461286,-1.0831170545371638,256
chip5,低,top20%,100萬,0.2817245161557231,6.819772095271559,256
chip5,低,top10%,100萬,0.3322505555213066,7.5232798504642595,256
chip5,低,top5%,100萬,0.36216481692949276,7.676785391607677,256
chip5,低,N=25,100萬,0.4526164876286774,9.207687067339743,256
chip5,低,N=15,100萬,0.5064880796982812,10.099683700738238,256
chip5,低,N=8,100萬,0.6089564237699516,12.567379664239953,256
chip10,高,top20%,100萬,0.23422254163579134,5.8007638848084575,256
chip10,高,top10%,100萬,0.13940403703740467,3.68515164570129,256
chip10,高,top5%,100萬,0.053579930269613954,1.9850263917738697,256
chip10,高,N=25,100萬,-0.08223175508561462,-0.4323824548847166,256
chip10,高,N=15,100萬,-0.12723789208178424,-1.2257372539653533,256
chip10,高,N=8,100萬,-0.20453881852836,-2.7108639802393197,256
chip10,低,top20%,100萬,0.2542186363571739,6.124891342909322,256
chip10,低,top10%,100萬,0.3028099395854175,6.691400637017875,256
chip10,低,top5%,100萬,0.3315986472971526,6.852929842543687,256
chip10,低,N=25,100萬,0.42094849775937565,8.143201099437004,256
chip10,低,N=15,100萬,0.4525075354302467,8.401240373475915,256
chip10,低,N=8,100萬,0.552739537848686,10.373738196644311,256
chip60,高,top20%,100萬,0.4990803374408273,11.109934178849844,256
chip60,高,top10%,100萬,0.46423830341957467,9.662984609971858,256
chip60,高,top5%,100萬,0.3403912612307084,6.990717230161914,256
chip60,高,N=25,100萬,0.21571158605990987,4.804226046624271,256
chip60,高,N=15,100萬,0.1247172847978301,3.1535242283777354,256
chip60,高,N=8,100萬,0.014259542041914267,1.2711847506168494,256
chip60,低,top20%,100萬,0.2592702246575301,6.122459691682214,256
chip60,低,top10%,100萬,0.3157504679986009,6.750054467504252,256
chip60,低,top5%,100萬,0.43688024015763366,8.567000652222468,256
chip60,低,N=25,100萬,0.47486840232064786,9.082992531230882,256
chip60,低,N=15,100萬,0.4223058834516058,8.128237033489881,256
chip60,低,N=8,100萬,0.2979038238745037,6.21745223555541,256
chip_accel,高,top20%,100萬,0.129679820235054,3.5897869823020123,256
chip_accel,高,top10%,100萬,0.058098008406117,2.100257945503259,256
chip_accel,高,top5%,100萬,0.0036110458011092547,1.0639950832110445,256
chip_accel,高,N=25,100萬,-0.024265831305559864,0.5845333892366966,256
chip_accel,高,N=15,100萬,-0.020265112600566786,0.6444059236968558,256
chip_accel,高,N=8,100萬,-0.1963596053737683,-2.452380489231598,256
chip_accel,低,top20%,100萬,0.23623189021805474,5.972030279669394,256
chip_accel,低,top10%,100萬,0.25611369141007684,6.136799022132444,256
chip_accel,低,top5%,100萬,0.2176506850068586,5.229057187369568,256
chip_accel,低,N=25,100萬,0.07819430244192196,2.5240400542903663,256
chip_accel,低,N=15,100萬,0.08882743497575037,2.7288291348741778,256
chip_accel,低,N=8,100萬,-0.12284436737968528,-1.428958280648207,256
revenue_yoy,高,top20%,100萬,0.666271432021563,16.68637372210382,256
revenue_yoy,高,top10%,100萬,0.6538414791154796,17.028064841612256,256
revenue_yoy,高,top5%,100萬,0.6025682695306865,16.792091755519923,256
revenue_yoy,高,N=25,100萬,0.3869970942787358,11.417584016931936,256
revenue_yoy,高,N=15,100萬,0.34408963899663314,10.954372225893572,256
revenue_yoy,高,N=8,100萬,0.1994509894723375,7.3794358113853376,256
revenue_yoy,低,top20%,100萬,-0.08123588924344562,-0.8288791492524372,256
revenue_yoy,低,top10%,100萬,-0.15264954781431353,-2.522049971040463,256
revenue_yoy,低,top5%,100萬,-0.151503853544614,-2.584216251099014,256
revenue_yoy,低,N=25,100萬,-0.09662205233549755,-1.3749377435096521,256
revenue_yoy,低,N=15,100萬,-0.013778338204585738,0.632907248191783,256
revenue_yoy,低,N=8,100萬,0.026008063014717062,1.7277295413817173,256
rev_yoy_3m,高,top20%,100萬,0.7102845659785741,17.705678257890668,256
rev_yoy_3m,高,top10%,100萬,0.6821107683686474,17.791529265749627,256
rev_yoy_3m,高,top5%,100萬,0.6028820454531602,16.451850169388926,256
rev_yoy_3m,高,N=25,100萬,0.4746338407998823,13.723485933643186,256
rev_yoy_3m,高,N=15,100萬,0.2980013104275153,9.247541865142207,256
rev_yoy_3m,高,N=8,100萬,0.31642773745682373,10.51607379460986,256
rev_yoy_3m,低,top20%,100萬,-0.014190458596650173,0.6796600785762053,256
rev_yoy_3m,低,top10%,100萬,-0.11881343295283228,-1.777959519739547,256
rev_yoy_3m,低,top5%,100萬,-0.18737355102200987,-3.526207628867506,256
rev_yoy_3m,低,N=25,100萬,-0.21567868796456366,-4.356840770699,256
rev_yoy_3m,低,N=15,100萬,-0.09245137590119493,-1.4487718230833502,256
rev_yoy_3m,低,N=8,100萬,-0.021753635831598252,0.3453279336111281,256
rev_accel,高,top20%,100萬,0.33496417353566277,8.52807940690148,256
rev_accel,高,top10%,100萬,0.33046010770086065,8.628290918861637,256
rev_accel,高,top5%,100萬,0.26204411737313715,7.355835544081635,256
rev_accel,高,N=25,100萬,0.17358622068833116,5.55352045570372,256
rev_accel,高,N=15,100萬,0.1199075031563553,4.34135346616249,256
rev_accel,高,N=8,100萬,0.18856628089656727,6.854097252428559,256
rev_accel,低,top20%,100萬,0.0668949938560142,2.4698218646886927,256
rev_accel,低,top10%,100萬,0.04744524964662403,2.07430901828618,256
rev_accel,低,top5%,100萬,0.052361759542374875,2.2413183640816348,256
rev_accel,低,N=25,100萬,0.008278985903617902,1.2062693844421268,256
rev_accel,低,N=15,100萬,0.03503039534255809,1.9266234826513573,256
rev_accel,低,N=8,100萬,0.19953966473799425,6.631288643630806,256
high52_prox,高,top20%,100萬,0.834417752592876,17.090803957958567,256
high52_prox,高,top10%,100萬,0.8569773925513978,17.944870973550444,256
high52_prox,高,top5%,100萬,0.8021873532604645,18.06800351406357,256
high52_prox,高,N=25,100萬,0.8081168455321819,20.063201080729478,256
high52_prox,高,N=15,100萬,0.6886118043582792,18.030749387643375,256
high52_prox,高,N=8,100萬,0.830242688019302,24.789467383927423,256
high52_prox,低,top20%,100萬,0.07429119501115876,3.0377741692132254,256
high52_prox,低,top10%,100萬,0.0013380585246803227,1.039691545809851,256
high52_prox,低,top5%,100萬,-0.05172141752500931,-0.6626512525368167,256
high52_prox,低,N=25,100萬,-0.0708128557494687,-1.3321232082206702,256
high52_prox,低,N=15,100萬,-0.04687453067682019,-0.6091506806307989,256
high52_prox,低,N=8,100萬,-0.07654262791972093,-1.825793382747909,256
rsi14,高,top20%,100萬,0.23944407122777742,6.172348856888088,256
rsi14,高,top10%,100萬,0.2304592910016214,6.062337884774882,256
rsi14,高,top5%,100萬,0.13839637429685078,4.101330989946272,256
rsi14,高,N=25,100萬,0.1550194691707039,4.697799288297144,256
rsi14,高,N=15,100萬,0.15562826200389465,5.008315573545463,256
rsi14,高,N=8,100萬,0.11333499805950965,4.326820406905196,256
rsi14,低,top20%,100萬,0.11587680263134598,3.5602371181105763,256
rsi14,低,top10%,100萬,0.028519505069005607,1.6190724038762427,256
rsi14,低,top5%,100萬,-0.004252404479481453,0.9070229369946725,256
rsi14,低,N=25,100萬,-0.080011274761466,-0.7746068048274934,256
rsi14,低,N=15,100萬,-0.07581307086395428,-0.6441195606385786,256
rsi14,低,N=8,100萬,-0.2488015258505474,-4.785525251237132,256
bbp20,高,top20%,100萬,0.18947385598322447,5.045636462503822,256
bbp20,高,top10%,100萬,0.06222933397050273,2.3412477647624996,256
bbp20,高,top5%,100萬,-0.045371573666048944,0.006050793524670084,256
bbp20,高,N=25,100萬,-0.048472958930935846,-0.14436847548606746,256
bbp20,高,N=15,100萬,-0.047154560523907145,-0.16712262915479226,256
bbp20,高,N=8,100萬,-0.15376141712693378,-3.2054925841915938,256
bbp20,低,top20%,100萬,0.05709987502843509,2.271695951912278,256
bbp20,低,top10%,100萬,-0.037240872373223204,0.16099421595829888,256
bbp20,低,top5%,100萬,-0.1596807551975748,-2.5906316008757035,256
bbp20,低,N=25,100萬,-0.2135571910154896,-3.8085713955334666,256
bbp20,低,N=15,100萬,-0.31361795870352766,-6.030466890703834,256
bbp20,低,N=8,100萬,-0.3573561030898816,-7.579583076086182,256
ma_gap60,高,top20%,100萬,0.4070586660079064,10.757150830131025,256
ma_gap60,高,top10%,100萬,0.3459552303288851,10.091833620532743,256
ma_gap60,高,top5%,100萬,0.29744861271724504,9.584136831604017,256
ma_gap60,高,N=25,100萬,0.254427464127524,9.167924060874055,256
ma_gap60,高,N=15,100萬,0.2922297285316694,11.430001215899521,256
ma_gap60,高,N=8,100萬,0.22706579451124573,10.731692794189884,256
ma_gap60,低,top20%,100萬,0.14394218200487577,4.665189963774585,256
ma_gap60,低,top10%,100萬,0.15100986665485647,5.109445966508508,256
ma_gap60,低,top5%,100萬,0.1349327169434548,4.904809288873246,256
ma_gap60,低,N=25,100萬,0.11301039189029767,4.478302566275016,256
ma_gap60,低,N=15,100萬,0.11923711210632627,4.883179143584782,256
ma_gap60,低,N=8,100萬,0.10071273179652045,4.498067447310983,256
vol60,高,top20%,100萬,0.2718492441610932,9.152282663940214,256
vol60,高,top10%,100萬,0.19202778892742756,7.086516584349645,256
vol60,高,top5%,100萬,0.09855446250852103,4.325179616632124,256
vol60,高,N=25,100萬,-0.054446700350918587,-0.9047300997729657,256
vol60,高,N=15,100萬,-0.14128346066502487,-4.135874642829018,256
vol60,高,N=8,100萬,-0.3488216331272652,-11.814255812009689,256
vol60,低,top20%,100萬,0.4627452840167975,7.903576358705822,256
vol60,低,top10%,100萬,0.3008476539058,5.104592838721866,256
vol60,低,top5%,100萬,0.20183518042235718,3.564311830070599,256
vol60,低,N=25,100萬,0.10772100040342422,2.2756275667943138,256
vol60,低,N=15,100萬,0.11487065612445643,2.351032879589976,256
vol60,低,N=8,100萬,-0.06976089335857143,0.1525148181853675,256
value,高,top20%,無門檻,0.3830151524814322,9.048636782930618,256
value,高,top10%,無門檻,0.26367135361126265,6.5654291951070975,256
value,高,top5%,無門檻,0.18119651653461108,4.91144137720112,256
value,高,N=25,無門檻,0.021726494394176225,1.4719479566667415,256
value,高,N=15,無門檻,-0.04119205414234502,0.08651418348986084,256
value,高,N=8,無門檻,-0.20397794643066122,-3.701833486315176,256
value,低,top20%,無門檻,0.4446459207872671,10.518813366303426,256
value,低,top10%,無門檻,0.41148739149442376,9.900538359943267,256
value,低,top5%,無門檻,0.4451289562805407,10.700834068444664,256
value,低,N=25,無門檻,0.4593366946339184,11.757013489857936,256
value,低,N=15,無門檻,0.39034279072019407,10.430849512014673,256
value,低,N=8,無門檻,0.2784764066648498,8.33297599875429,256
value_ind,高,top20%,無門檻,0.4448109075639557,10.343074120210138,256
value_ind,高,top10%,無門檻,0.3594873389073038,8.492861255146122,256
value_ind,高,top5%,無門檻,0.2730179948133751,6.602999430343504,256
value_ind,高,N=25,無門檻,0.25933955201690456,6.240136046306488,256
value_ind,高,N=15,無門檻,0.2770728333205348,6.914704598874377,256
value_ind,高,N=8,無門檻,0.2180363425951829,5.619995853363546,256
value_ind,低,top20%,無門檻,0.40057082088035567,9.48953878524279,256
value_ind,低,top10%,無門檻,0.32748766127841,8.016335676732012,256
value_ind,低,top5%,無門檻,0.31918556836329826,8.236211076142808,256
value_ind,低,N=25,無門檻,0.3898514742434719,10.436792924346584,256
value_ind,低,N=15,無門檻,0.3374477979519285,9.792787492349554,256
value_ind,低,N=8,無門檻,0.3468105493411969,11.090128958527856,256
momentum,高,top20%,無門檻,0.216342582091385,5.960381643063406,256
momentum,高,top10%,無門檻,0.17719575816112343,5.417898949518962,256
momentum,高,top5%,無門檻,0.09562213082921288,3.605571636838212,256
momentum,高,N=25,無門檻,0.11032172830655262,4.4481093099523195,256
momentum,高,N=15,無門檻,0.16083286651791112,6.520224423191312,256
momentum,高,N=8,無門檻,0.13393009607952408,6.368659253754716,256
momentum,低,top20%,無門檻,0.19247599688584652,5.593959432403661,256
momentum,低,top10%,無門檻,0.1850609826101148,5.708551429926323,256
momentum,低,top5%,無門檻,0.21666059968458376,6.945965931022591,256
momentum,低,N=25,無門檻,0.25507347982389544,8.685922979028081,256
momentum,低,N=15,無門檻,0.24428650840417104,9.249351569449239,256
momentum,低,N=8,無門檻,0.14879031775103166,7.413896953460641,256
mom60,高,top20%,無門檻,0.5503889681374083,13.847606026099491,256
mom60,高,top10%,無門檻,0.520485243139759,14.482654417061113,256
mom60,高,top5%,無門檻,0.4108809389035834,12.63170630784074,256
mom60,高,N=25,無門檻,0.34901952384921875,12.145652985708,256
mom60,高,N=15,無門檻,0.34494809749616206,13.11188044479037,256
mom60,高,N=8,無門檻,0.3367695049281262,15.746721784151529,256
mom60,低,top20%,無門檻,0.12767632264332643,4.147433805866774,256
mom60,低,top10%,無門檻,0.12083358332842643,4.224148607185185,256
mom60,低,top5%,無門檻,0.12548575548388238,4.682144558726353,256
mom60,低,N=25,無門檻,0.17743541617902578,6.76519602560004,256
mom60,低,N=15,無門檻,0.22975998867493677,9.122298559585595,256
mom60,低,N=8,無門檻,0.1704976935161633,8.64984899908594,256
mom120,高,top20%,無門檻,0.6534739098931002,16.642302260882236,256
mom120,高,top10%,無門檻,0.6124769483872471,17.533036333188832,256
mom120,高,top5%,無門檻,0.5440522997093779,17.41776308368388,256
mom120,高,N=25,無門檻,0.5102574216228614,18.082804329501467,256
mom120,高,N=15,無門檻,0.38326617856303963,15.498782571874138,256
mom120,高,N=8,無門檻,0.078983345807097,4.448599983226531,256
mom120,低,top20%,無門檻,0.09263408636569544,3.2486136361470352,256
mom120,低,top10%,無門檻,0.07908063036042604,3.0940278158455126,256
mom120,低,top5%,無門檻,0.020640253309058634,1.589151670341682,256
mom120,低,N=25,無門檻,0.0022794677382487485,1.0709552746019924,256
mom120,低,N=15,無門檻,0.014036304247482418,1.4779914555153706,256
mom120,低,N=8,無門檻,0.0551939312222624,3.1617077513215186,256
chip,高,top20%,無門檻,0.2669963555879558,6.423387619626597,256
chip,高,top10%,無門檻,0.16832698176763192,4.235787192833507,256
chip,高,top5%,無門檻,0.1422187014447492,3.5748504114786694,256
chip,高,N=25,無門檻,0.03902678831341727,1.6733056302922211,256
chip,高,N=15,無門檻,-0.03656976888897116,0.36467731964437977,256
chip,高,N=8,無門檻,-0.10074773009500947,-1.0037834668795709,256
chip,低,top20%,無門檻,0.2517689897978368,5.928839340463532,256
chip,低,top10%,無門檻,0.3192646096940651,6.866369183241416,256
chip,低,top5%,無門檻,0.3617760276610821,7.377374829164718,256
chip,低,N=25,無門檻,0.4984422768012844,9.16416883365152,256
chip,低,N=15,無門檻,0.520090593036595,9.58744539100065,256
chip,低,N=8,無門檻,0.4954335398711092,9.358534051064659,256
chip5,高,top20%,無門檻,0.2056272752293847,5.112118303712165,256
chip5,高,top10%,無門檻,0.11824586739156329,3.25685745126012,256
chip5,高,top5%,無門檻,0.013300754055824671,1.2371362169863342,256
chip5,高,N=25,無門檻,-0.10886285507661193,-0.8750926782156832,256
chip5,高,N=15,無門檻,-0.10665681302730971,-0.793338734276372,256
chip5,高,N=8,無門檻,-0.10858824513820649,-0.9338245175976922,256
chip5,低,top20%,無門檻,0.2748077676763292,6.609550968577604,256
chip5,低,top10%,無門檻,0.3203258478665471,7.195000401461682,256
chip5,低,top5%,無門檻,0.3750668291160348,7.790603129883045,256
chip5,低,N=25,無門檻,0.46315074757846536,9.163378053556004,256
chip5,低,N=15,無門檻,0.5603141898457568,10.93157757250054,256
chip5,低,N=8,無門檻,0.6589586602775699,13.271251158902665,256
chip10,高,top20%,無門檻,0.24362728455046068,5.950393905157214,256
chip10,高,top10%,無門檻,0.13268118169012097,3.528313083317536,256
chip10,高,top5%,無門檻,0.0754970392356922,2.372364426698459,256
chip10,高,N=25,無門檻,-0.07876629786009283,-0.3476495883386166,256
chip10,高,N=15,無門檻,-0.1102591753588852,-0.8892184499907474,256
chip10,高,N=8,無門檻,-0.1444203949968161,-1.5985077894768662,256
chip10,低,top20%,無門檻,0.25267372779438096,6.035213777501847,256
chip10,低,top10%,無門檻,0.3081515248958294,6.719119550450525,256
chip10,低,top5%,無門檻,0.3363154294105609,6.798806486506659,256
chip10,低,N=25,無門檻,0.4415345139810816,8.39573434395433,256
chip10,低,N=15,無門檻,0.5045642507525508,9.079409170649022,256
chip10,低,N=8,無門檻,0.6791296864660965,12.689133342281878,256
chip60,高,top20%,無門檻,0.5030040178202448,11.075133365040447,256
chip60,高,top10%,無門檻,0.48586552023778506,9.983014255102752,256
chip60,高,top5%,無門檻,0.3414818827343894,6.898013591083685,256
chip60,高,N=25,無門檻,0.26210289490094474,5.418582739448596,256
chip60,高,N=15,無門檻,0.1486981213775558,3.4849137029631105,256
chip60,高,N=8,無門檻,0.0851609120509661,2.5744933945007764,256
chip60,低,top20%,無門檻,0.26998712174320705,6.257874162936239,256
chip60,低,top10%,無門檻,0.3434860623258524,7.218051139986481,256
chip60,低,top5%,無門檻,0.46617018310814434,9.017521103847347,256
chip60,低,N=25,無門檻,0.5259801824742004,9.881070578859251,256
chip60,低,N=15,無門檻,0.43046909147665713,8.346185818129804,256
chip60,低,N=8,無門檻,0.3890540932949728,7.7606273621025235,256
chip_accel,高,top20%,無門檻,0.1379278112802607,3.7057270614649473,256
chip_accel,高,top10%,無門檻,0.042799206587324994,1.797691776839394,256
chip_accel,高,top5%,無門檻,0.016008011967334604,1.2816542803796072,256
chip_accel,高,N=25,無門檻,-0.03524503071514816,0.39961116743623126,256
chip_accel,高,N=15,無門檻,-0.022844619455551943,0.600591318524546,256
chip_accel,高,N=8,無門檻,-0.16747407410898207,-1.9574121693049507,256
chip_accel,低,top20%,無門檻,0.24165413885934753,6.006824154941359,256
chip_accel,低,top10%,無門檻,0.25693185528596757,6.0905567262867555,256
chip_accel,低,top5%,無門檻,0.21784538424850594,5.13936727630524,256
chip_accel,低,N=25,無門檻,0.09790651582364875,2.8558708105423047,256
chip_accel,低,N=15,無門檻,0.09580902371847731,2.8197701277892895,256
chip_accel,低,N=8,無門檻,-0.09257972629012322,-0.7975411348683181,256
revenue_yoy,高,top20%,無門檻,0.7311300288527869,17.505732222831803,256
revenue_yoy,高,top10%,無門檻,0.7205130595106067,17.868246124350673,256
revenue_yoy,高,top5%,無門檻,0.670359275999457,17.86269374046121,256
revenue_yoy,高,N=25,無門檻,0.5115855952541607,14.525983650529085,256
revenue_yoy,高,N=15,無門檻,0.4818184987330393,15.057020107712793,256
revenue_yoy,高,N=8,無門檻,0.25921094531175004,9.7098940940602,256
revenue_yoy,低,top20%,無門檻,-0.026056316432256834,0.43625650439638175,256
revenue_yoy,低,top10%,無門檻,-0.09586543384080722,-1.1069955293485645,256
revenue_yoy,低,top5%,無門檻,-0.07747696038139124,-0.7464140360397775,256
revenue_yoy,低,N=25,無門檻,0.030474552093024843,1.7344150017896798,256
revenue_yoy,低,N=15,無門檻,0.05965017206000216,2.5182778175775633,256
revenue_yoy,低,N=8,無門檻,0.15862150336796058,5.60181853619528,256
rev_yoy_3m,高,top20%,無門檻,0.771911148338792,18.507928821607788,256
rev_yoy_3m,高,top10%,無門檻,0.737279087577037,18.49768055095753,256
rev_yoy_3m,高,top5%,無門檻,0.6818370322386372,17.976258807992917,256
rev_yoy_3m,高,N=25,無門檻,0.5393235541215567,15.347402390808696,256
rev_yoy_3m,高,N=15,無門檻,0.35636851588427565,10.79409234938884,256
rev_yoy_3m,高,N=8,無門檻,0.46108110964254423,14.33770572480042,256
rev_yoy_3m,低,top20%,無門檻,0.05073516608595572,2.102908022756722,256
rev_yoy_3m,低,top10%,無門檻,-0.060199470703603215,-0.36879235670159716,256
rev_yoy_3m,低,top5%,無門檻,-0.13566847208743518,-2.0972657841295095,256
