factor,dir,mode,adv,sharpe,cagr,months
chip5,低,top5%,2000萬,0.24736859561320138,5.907209975617356,256
chip5,低,N=25,2000萬,0.25804407622117626,6.1760239050626,256
chip5,低,N=15,2000萬,0.3065246822775453,7.034033920381355,256
chip5,低,N=8,2000萬,0.29340009128992606,6.8835912498265595,256
chip10,高,top20%,2000萬,0.185461310819862,4.9388108709186085,256
chip10,高,top10%,2000萬,0.11923320236580394,3.371046916730003,256
chip10,高,top5%,2000萬,0.1164715800743849,3.217734008862405,256
chip10,高,N=25,2000萬,0.12199946338706188,3.3467965425819868,256
chip10,高,N=15,2000萬,0.09954958619632694,2.8820105644529193,256
chip10,高,N=8,2000萬,0.14829922554910152,3.951583248760482,256
chip10,低,top20%,2000萬,0.18214684326369848,4.773669824060378,256
chip10,低,top10%,2000萬,0.204404092215339,4.971291849346304,256
chip10,低,top5%,2000萬,0.18781165465950236,4.4592164946181345,256
chip10,低,N=25,2000萬,0.20847079015613001,4.947060855528496,256
chip10,低,N=15,2000萬,0.15524790455720155,3.9329439533134725,256
chip10,低,N=8,2000萬,0.2694985025087345,5.918205098507734,256
chip60,高,top20%,2000萬,0.48757154995658736,11.015521899718262,256
chip60,高,top10%,2000萬,0.4148323293997311,8.740941490724197,256
chip60,高,top5%,2000萬,0.2845327768400419,6.215916831844104,256
chip60,高,N=25,2000萬,0.365528826606398,7.670267139373288,256
chip60,高,N=15,2000萬,0.1809904384401213,4.33176616008395,256
chip60,高,N=8,2000萬,0.1747769411848107,4.126499856049781,256
chip60,低,top20%,2000萬,0.14344329460436905,3.9757506681917576,256
chip60,低,top10%,2000萬,0.18946537442347028,4.66254129601833,256
chip60,低,top5%,2000萬,0.2758257064455779,6.042213512790995,256
chip60,低,N=25,2000萬,0.27356309019434005,5.990976981008589,256
chip60,低,N=15,2000萬,0.27330244481637594,5.951507882481044,256
chip60,低,N=8,2000萬,0.10698879046272798,3.0302058567990287,256
chip_accel,高,top20%,2000萬,0.011066925777677192,1.2337122906005638,256
chip_accel,高,top10%,2000萬,-0.02767366419845947,0.45684687708751337,256
chip_accel,高,top5%,2000萬,-0.13372482237712305,-1.4278331787171306,256
chip_accel,高,N=25,2000萬,-0.09992115386398698,-0.8666497840032261,256
chip_accel,高,N=15,2000萬,-0.0425087570391216,0.2251668697021758,256
chip_accel,高,N=8,2000萬,-0.029842676269674198,0.4346234788693115,256
chip_accel,低,top20%,2000萬,0.23031896188594803,6.1359180275534,256
chip_accel,低,top10%,2000萬,0.20693408203078612,5.3307071119691685,256
chip_accel,低,top5%,2000萬,0.10518337549118201,3.2037370694612877,256
chip_accel,低,N=25,2000萬,0.13491599035573262,3.903838615034805,256
chip_accel,低,N=15,2000萬,0.057026147262591864,2.2107327864423487,256
chip_accel,低,N=8,2000萬,-0.06140786016828858,-0.35695814383930324,256
revenue_yoy,高,top20%,2000萬,0.4598177704095396,12.87594918348487,256
revenue_yoy,高,top10%,2000萬,0.3808122950679808,11.36169741801969,256
revenue_yoy,高,top5%,2000萬,0.2530383944204256,8.220092050982375,256
revenue_yoy,高,N=25,2000萬,0.2241402246271756,7.452542317720701,256
revenue_yoy,高,N=15,2000萬,0.16743825750127786,6.03172837959054,256
revenue_yoy,高,N=8,2000萬,0.04131273131010971,2.3357089081436966,256
revenue_yoy,低,top20%,2000萬,-0.1990649062465662,-3.82411526287616,256
revenue_yoy,低,top10%,2000萬,-0.2609026235698264,-5.559365935865657,256
revenue_yoy,低,top5%,2000萬,-0.27694859460717736,-6.312140310874648,256
revenue_yoy,低,N=25,2000萬,-0.264700012654249,-5.974588951120241,256
revenue_yoy,低,N=15,2000萬,-0.3095910336191916,-7.576511152202059,256
revenue_yoy,低,N=8,2000萬,-0.3364104081536769,-8.984644481261373,256
rev_yoy_3m,高,top20%,2000萬,0.46187978920382405,13.019776893867462,256
rev_yoy_3m,高,top10%,2000萬,0.42566006314270177,12.68327254880537,256
rev_yoy_3m,高,top5%,2000萬,0.3704486492043505,11.655306091720874,256
rev_yoy_3m,高,N=25,2000萬,0.3662212365261866,11.480220292979727,256
rev_yoy_3m,高,N=15,2000萬,0.23622369735155835,8.005620868570551,256
rev_yoy_3m,高,N=8,2000萬,0.03551482847614248,2.05342615543036,256
rev_yoy_3m,低,top20%,2000萬,-0.1191320077841346,-1.900863554493204,256
rev_yoy_3m,低,top10%,2000萬,-0.22605520483640176,-4.76336039291162,256
rev_yoy_3m,低,top5%,2000萬,-0.31094897994576365,-7.340364824705992,256
